gender,age_clean,bmi,height_m,weight_kg,overweight_family,consum_cf,consum_vf,consum_daily,consum_other,smoking,consum_water,cal_monitoring,phyical_activity,device_usage,consum_alchohol,transportation,Obesity
Male,28,29.1,1.85,99.6,1,1,2,1,Sometimes,no,1,no,2,1,Sometimes,pt,3
Male,19,28.6,1.75,87.6,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,3
Male,34,28.02,1.75,85.8,1,1,2,3,Sometimes,no,2,no,1,0,no,c,3
Male,19,28.12,1.77,88.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,31,28.65,1.82,94.9,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,3
Male,26,28.57,1.77,89.5,1,1,1,1,Sometimes,no,2,no,1,0,Sometimes,pt,3
Female,19,30.72,1.55,73.8,1,0,3,3,Sometimes,no,2,no,1,1,no,pt,3
Female,36,29.54,1.66,81.4,1,1,2,2,Sometimes,no,1,no,1,1,no,c,3
Male,25,28.27,1.74,85.6,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,3
Female,40,29.31,1.72,86.7,1,1,2,1,Sometimes,no,2,no,1,0,no,c,3
Male,22,28.31,1.79,90.7,1,1,1,1,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,24,28.95,1.77,90.7,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,22,27.7,1.71,81.0,1,1,2,3,Sometimes,no,2,no,3,1,no,pt,3
Male,22,27.4,1.73,82.0,1,1,2,2,Sometimes,no,2,no,3,1,no,pt,3
Male,34,27.9,1.91,101.8,1,1,2,1,Sometimes,no,2,no,1,0,Sometimes,c,3
Male,34,27.89,1.75,85.4,1,1,2,3,Sometimes,no,1,no,1,0,no,c,3
Male,31,27.21,1.76,84.3,1,1,2,3,Sometimes,no,1,no,1,0,no,c,3
Male,22,27.4,1.73,82.0,1,1,2,3,Sometimes,no,2,no,2,1,no,pt,3
Female,24,29.76,1.66,82.0,1,1,2,3,Sometimes,no,2,no,1,2,no,pt,3
Female,25,26.62,1.59,67.3,1,0,2,2,Sometimes,no,1,no,1,1,no,pt,3
Male,38,27.21,1.76,84.3,1,1,2,1,Sometimes,no,2,no,1,0,no,c,3
Male,35,27.11,1.85,92.8,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,3
Female,22,28.07,1.53,65.7,1,0,2,1,Sometimes,no,2,no,2,1,no,pt,3
Female,23,28.78,1.49,63.9,1,0,2,1,Sometimes,no,1,no,1,0,no,pt,3
Male,21,28.38,1.77,88.9,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,3
Female,20,28.97,1.57,71.4,1,0,2,3,Sometimes,no,1,no,1,1,no,pt,3
Female,22,28.56,1.56,69.5,1,0,2,3,Sometimes,no,1,no,2,1,no,pt,3
Male,23,28.4,1.8,92.0,1,1,1,2,Sometimes,no,1,no,1,1,Sometimes,pt,3
Male,23,28.65,1.79,91.8,1,1,1,1,Sometimes,no,2,no,1,0,Sometimes,pt,3
Female,24,27.87,1.71,81.5,1,1,2,2,Sometimes,no,1,no,1,1,no,pt,3
Male,24,29.37,1.68,82.9,1,1,2,2,Sometimes,no,1,no,1,1,no,pt,3
Male,25,29.68,1.71,86.8,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,3
Male,25,28.4,1.73,85.0,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,3
Female,28,27.02,1.71,79.0,1,1,2,3,Sometimes,no,3,no,1,0,Frequently,pt,3
Male,32,28.11,1.81,92.1,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,3
Female,25,27.84,1.71,81.4,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,3
Female,27,27.02,1.71,79.0,1,1,2,3,Sometimes,no,2,no,1,0,Frequently,c,3
Male,19,28.5,1.72,84.3,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,3
Male,20,28.51,1.67,79.5,1,0,2,1,Sometimes,no,3,no,1,0,Sometimes,pt,3
Male,26,28.34,1.85,97.0,1,1,1,2,Sometimes,no,2,no,1,1,Sometimes,pt,3
Male,24,28.2,1.82,93.4,1,1,1,1,Sometimes,no,1,no,1,1,Sometimes,pt,3
Male,25,29.44,1.72,87.1,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,24,28.06,1.8,90.9,1,1,1,2,Sometimes,no,1,no,1,1,Sometimes,pt,3
Female,25,28.42,1.71,83.1,1,1,2,2,Sometimes,no,1,no,1,1,Sometimes,pt,3
Male,35,29.58,1.7,85.5,1,1,2,2,Sometimes,no,2,no,1,0,no,c,3
Female,26,27.82,1.7,80.4,1,1,2,2,Sometimes,no,2,no,1,0,Frequently,pt,3
Male,56,28.84,1.68,81.4,1,1,2,3,Sometimes,no,2,no,1,0,no,c,3
Male,36,27.46,1.78,87.0,1,1,2,3,Sometimes,no,2,no,2,0,no,c,3
Male,23,29.76,1.66,82.0,1,1,2,3,Sometimes,no,2,no,1,2,no,pt,3
Male,19,29.37,1.67,81.9,1,0,2,2,Sometimes,no,1,no,1,0,no,pt,3
Female,43,28.29,1.69,80.8,1,1,2,3,Sometimes,no,1,no,1,1,no,c,3
Male,22,28.13,1.7,81.3,1,1,2,2,Sometimes,no,2,no,3,1,no,pt,3
Female,29,28.52,1.52,65.9,1,0,2,1,Sometimes,no,1,no,1,0,no,pt,3
Female,26,28.44,1.52,65.7,1,0,2,1,Sometimes,no,1,no,1,0,no,pt,3
Female,23,28.58,1.5,64.3,1,0,2,1,Sometimes,no,1,no,1,0,no,pt,3
Female,22,28.96,1.52,66.9,1,0,2,3,Sometimes,no,2,no,1,1,no,pt,3
Male,24,28.72,1.7,83.0,1,1,2,2,Sometimes,no,1,no,1,1,no,pt,3
Male,24,28.17,1.73,84.3,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,3
Female,39,27.09,1.71,79.2,1,1,3,3,Sometimes,no,2,no,1,0,no,c,3
Female,39,28.4,1.69,81.1,1,1,2,3,Sometimes,no,1,no,1,0,no,c,3
Female,35,27.8,1.69,79.4,1,1,2,1,Sometimes,no,1,no,1,0,no,c,3
Female,35,29.65,1.66,81.7,1,1,2,1,Sometimes,no,2,no,1,1,no,c,3
Male,33,29.01,1.85,99.3,1,1,2,1,Sometimes,no,2,no,1,0,Sometimes,c,3
Male,34,28.75,1.85,98.4,1,1,2,1,Sometimes,no,3,no,1,0,Sometimes,c,3
Female,20,29.94,1.57,73.8,1,0,3,3,Sometimes,no,2,no,2,1,no,pt,3
Female,21,29.18,1.6,74.7,1,0,3,3,Sometimes,no,2,no,1,1,Sometimes,pt,3
Male,21,27.02,1.71,79.0,1,0,1,2,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,49,27.98,1.75,85.7,1,1,2,3,Sometimes,no,1,no,1,0,no,c,3
Male,19,28.41,1.75,87.0,1,0,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,19,28.09,1.76,87.0,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,21,27.67,1.73,82.8,1,1,2,2,Sometimes,no,1,no,2,0,no,pt,3
Female,35,27.45,1.69,78.4,1,1,3,2,Sometimes,no,1,no,2,0,no,c,3
Male,18,29.43,1.81,96.4,1,1,2,3,Sometimes,no,3,no,1,0,Sometimes,pt,3
Male,34,28.39,1.72,84.0,1,1,2,1,Sometimes,no,2,no,3,0,no,c,3
Male,36,27.7,1.76,85.8,1,1,2,2,Sometimes,no,2,no,3,0,no,c,3
Male,37,29.17,1.7,84.3,1,1,2,1,Sometimes,no,2,no,1,0,no,c,3
Female,20,29.13,1.61,75.5,1,0,2,2,Sometimes,no,2,no,2,0,Sometimes,pt,3
Female,20,30.41,1.56,74.0,1,0,3,3,Sometimes,no,2,no,2,1,Sometimes,pt,3
Male,33,27.62,1.84,93.5,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,c,3
Male,24,28.09,1.72,83.1,1,1,2,2,Sometimes,no,2,no,2,0,Sometimes,pt,3
Male,21,28.57,1.69,81.6,1,0,1,3,Sometimes,no,2,no,1,1,no,pt,3
Male,21,27.04,1.72,80.0,1,0,1,2,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,31,27.93,1.85,95.6,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,3
Male,28,29.86,1.84,101.1,1,1,2,1,Sometimes,no,1,no,2,0,Sometimes,pt,3
Male,22,27.83,1.73,83.3,1,1,2,1,Sometimes,no,2,no,2,0,Sometimes,pt,3
Male,34,29.76,1.7,86.0,1,1,2,2,Sometimes,no,2,no,1,0,no,c,3
Male,19,28.22,1.76,87.4,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,33,28.7,1.77,89.9,1,1,2,1,Sometimes,no,1,no,1,0,Sometimes,pt,3
Male,33,28.88,1.86,99.9,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,c,3
Male,25,28.21,1.8,91.4,1,1,1,2,Sometimes,no,2,no,1,0,Sometimes,pt,3
Male,25,29.17,1.73,87.3,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,3
Female,20,29.13,1.56,70.9,1,0,2,3,Sometimes,no,1,no,1,1,no,pt,3
Female,36,29.08,1.67,81.1,1,1,2,3,Sometimes,no,1,no,1,1,no,c,3
Female,35,27.8,1.69,79.4,1,1,2,2,Sometimes,no,1,no,1,0,no,c,3
Male,25,27.58,1.74,83.5,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,3
Male,41,29.24,1.73,87.5,1,1,2,1,Sometimes,no,1,no,1,0,no,c,3
Female,47,28.17,1.7,81.4,1,1,2,3,Sometimes,no,1,no,1,0,no,c,3
Male,27,33.46,1.78,106.0,1,1,3,3,Sometimes,no,2,no,2,1,Sometimes,pt,4
Male,27,31.18,1.85,106.7,1,1,3,3,Sometimes,no,2,no,2,1,Sometimes,pt,4
Male,32,32.74,1.79,104.9,1,1,2,3,Sometimes,no,1,no,2,0,Sometimes,c,4
Male,41,32.04,1.8,103.8,1,1,2,2,Sometimes,no,2,no,3,1,Sometimes,c,4
Female,32,32.13,1.57,79.2,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,4
Female,27,31.8,1.6,81.4,1,1,2,1,Sometimes,no,2,no,1,0,Sometimes,pt,4
Female,45,33.57,1.58,83.8,1,1,2,1,Sometimes,no,2,no,1,0,no,c,4
Female,43,33.19,1.59,83.9,1,1,2,2,Sometimes,no,1,no,1,0,no,c,4
Female,24,31.62,1.63,84.0,1,1,1,1,Sometimes,no,2,no,1,1,Sometimes,pt,4
Female,24,31.85,1.62,83.6,1,1,2,1,Sometimes,no,2,no,1,2,Sometimes,pt,4
Male,25,32.67,1.74,98.9,1,1,2,3,Sometimes,no,2,no,1,1,no,pt,4
Male,22,32.84,1.66,90.5,1,1,2,1,Sometimes,no,3,no,1,1,no,pt,4
Female,24,32.04,1.66,88.3,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,4
Female,24,31.7,1.65,86.3,1,1,2,3,Sometimes,no,2,no,2,0,no,pt,4
Female,38,31.77,1.57,78.3,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,24,32.04,1.74,97.0,1,1,2,3,Sometimes,no,2,no,3,1,no,pt,4
Male,24,31.15,1.79,99.8,1,1,2,3,Sometimes,no,3,no,3,2,no,pt,4
Female,23,32.8,1.65,89.3,1,1,3,1,Sometimes,no,3,no,1,1,no,pt,4
Female,19,30.52,1.66,84.1,1,1,3,3,Sometimes,no,1,no,1,1,Sometimes,pt,4
Male,27,35.19,1.76,109.0,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,c,4
Female,42,32.75,1.56,79.7,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,24,30.93,1.72,91.5,1,1,2,3,Sometimes,no,1,no,1,1,no,pt,4
Female,39,32.86,1.57,81.0,1,1,2,1,Sometimes,no,1,no,2,0,Sometimes,c,4
Male,32,32.24,1.68,91.0,1,1,2,2,Sometimes,no,2,no,2,0,Sometimes,c,4
Male,24,34.49,1.67,96.2,1,1,2,3,Sometimes,no,2,no,1,0,no,pt,4
Male,41,30.99,1.8,100.4,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,c,4
Male,24,31.09,1.77,97.4,1,1,2,3,Sometimes,no,3,no,3,2,no,pt,4
Male,23,34.04,1.72,100.7,1,1,2,2,Sometimes,no,2,no,3,2,no,pt,4
Male,36,32.08,1.79,102.8,1,1,2,1,Sometimes,no,3,no,2,0,Frequently,c,4
Female,23,32.41,1.61,84.0,1,1,1,2,Sometimes,no,2,no,2,1,no,pt,4
Female,24,31.82,1.62,83.5,1,1,2,2,Sometimes,no,2,no,2,0,no,pt,4
Female,24,30.19,1.68,85.2,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,4
Female,42,33.71,1.55,81.0,1,1,2,1,Sometimes,no,1,no,2,0,Sometimes,c,4
Female,40,35.32,1.52,81.6,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,27,32.63,1.67,91.0,1,1,2,3,Sometimes,no,3,no,1,0,Sometimes,c,4
Female,25,32.46,1.56,79.0,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,4
Male,22,32.74,1.79,104.9,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Male,23,31.93,1.76,98.9,1,1,2,3,Sometimes,no,2,no,2,1,no,pt,4
Female,24,30.71,1.63,81.6,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,4
Male,22,33.24,1.8,107.7,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,4
Male,19,33.47,1.86,115.8,1,1,2,1,Sometimes,no,2,no,1,2,Sometimes,pt,4
Female,19,31.49,1.7,91.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,4
Female,19,31.88,1.72,94.3,1,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,4
Male,24,32.75,1.8,106.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,24,35.03,1.76,108.5,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,22,32.83,1.79,105.2,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Male,23,31.95,1.83,107.0,1,1,2,3,Sometimes,no,2,no,1,0,no,pt,4
Male,19,34.26,1.8,111.0,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,4
Male,19,33.06,1.83,110.7,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,4
Female,20,31.23,1.64,84.0,1,1,1,2,Sometimes,no,1,no,1,1,Sometimes,pt,4
Female,24,30.86,1.64,83.0,1,1,2,1,Sometimes,no,1,no,1,0,Sometimes,pt,4
Male,23,33.46,1.78,106.0,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,22,31.78,1.94,119.6,1,1,2,3,Sometimes,no,3,no,1,1,Sometimes,pt,4
Male,23,30.95,1.96,118.9,1,1,2,3,Sometimes,no,3,no,1,1,Sometimes,pt,4
Female,39,31.25,1.62,82.0,1,1,2,1,Sometimes,no,1,no,2,0,Sometimes,c,4
Female,39,33.5,1.52,77.4,1,1,2,2,Sometimes,no,1,no,2,0,Sometimes,c,4
Male,19,32.39,1.75,99.2,1,1,2,3,Sometimes,no,2,no,1,0,no,pt,4
Female,39,30.88,1.58,77.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,4
Female,45,30.12,1.6,77.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,4
Male,19,32.97,1.83,110.4,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,19,34.01,1.8,110.2,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,31,32.43,1.84,109.8,1,1,2,2,Sometimes,no,2,no,1,1,Sometimes,c,4
Female,19,30.9,1.68,87.2,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Male,26,34.27,1.65,93.3,1,1,1,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,30,31.86,1.69,91.0,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,c,4
Female,19,32.58,1.62,85.5,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Male,22,34.05,1.7,98.4,1,1,2,2,Sometimes,no,2,no,1,1,no,pt,4
Male,20,34.27,1.71,100.2,1,1,2,2,Sometimes,no,2,no,1,1,no,pt,4
Female,19,32.48,1.61,84.2,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Male,19,32.26,1.81,105.7,1,1,2,3,Sometimes,no,3,no,2,0,no,pt,4
Male,27,30.97,1.85,106.0,1,1,3,3,Sometimes,no,2,no,2,1,Sometimes,pt,4
Male,27,32.3,1.82,107.0,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,4
Male,38,31.67,1.8,102.6,1,1,2,2,Sometimes,no,2,no,2,0,Frequently,c,4
Male,39,31.51,1.8,102.1,1,1,2,2,Sometimes,no,2,no,2,0,Frequently,c,4
Female,31,33.73,1.54,80.0,1,1,2,1,Sometimes,no,1,no,1,0,no,pt,4
Female,30,31.92,1.59,80.7,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,4
Female,43,32.15,1.66,88.6,1,1,2,2,Sometimes,no,1,no,1,0,no,c,4
Female,48,30.85,1.65,84.0,1,1,2,1,Sometimes,no,1,no,1,0,no,c,4
Female,24,31.38,1.64,84.4,1,1,1,1,Sometimes,no,2,no,1,1,Sometimes,pt,4
Female,24,32.41,1.61,84.0,1,1,1,1,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,24,35.13,1.66,96.8,1,1,2,3,Sometimes,no,1,no,1,1,no,pt,4
Male,24,32.83,1.71,96.0,1,1,2,3,Sometimes,no,2,no,2,1,no,pt,4
Male,24,32.7,1.66,90.1,1,1,2,2,Sometimes,no,3,no,1,1,no,pt,4
Male,25,32.63,1.67,91.0,1,1,2,3,Sometimes,no,3,no,1,0,no,pt,4
Female,24,31.45,1.64,84.6,1,1,2,2,Sometimes,no,2,no,1,0,no,pt,4
Female,24,31.79,1.64,85.5,1,1,2,2,Sometimes,no,2,no,1,0,no,pt,4
Female,39,32.74,1.57,80.7,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Female,39,33.27,1.57,82.0,1,1,2,1,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,24,31.09,1.76,96.3,1,1,2,3,Sometimes,no,3,no,3,2,no,pt,4
Male,24,31.41,1.76,97.3,1,1,2,3,Sometimes,no,3,no,3,2,no,pt,4
Female,22,32.7,1.66,90.1,1,1,2,1,Sometimes,no,3,no,1,1,no,pt,4
Female,24,32.55,1.66,89.7,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,4
Female,17,31.43,1.66,86.6,1,1,2,3,Sometimes,no,1,no,2,1,no,pt,4
Female,18,32.27,1.64,86.8,1,1,2,3,Sometimes,no,1,no,2,1,no,pt,4
Male,30,34.59,1.78,109.6,1,1,3,3,Sometimes,no,1,no,2,1,Sometimes,c,4
Male,31,35.02,1.77,109.7,1,1,3,3,Sometimes,no,1,no,2,0,Sometimes,c,4
Female,45,30.63,1.61,79.4,1,1,2,3,Sometimes,no,2,no,1,0,no,c,4
Female,42,32.25,1.58,80.5,1,1,2,3,Sometimes,no,2,no,1,0,no,c,4
Male,24,32.69,1.71,95.6,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Male,24,30.82,1.75,94.4,1,1,2,3,Sometimes,no,1,no,1,1,no,pt,4
Female,39,30.49,1.64,82.0,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,4
Female,39,30.49,1.63,81.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,33,32.24,1.68,91.0,1,1,2,1,Sometimes,no,2,no,2,0,Sometimes,c,4
Male,33,31.86,1.69,91.0,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,c,4
Male,23,33.38,1.71,97.6,1,1,2,2,Sometimes,no,2,no,1,0,no,pt,4
Male,23,32.11,1.73,96.1,1,1,2,2,Sometimes,no,2,no,1,1,no,pt,4
Male,37,32.45,1.68,91.6,1,1,2,1,Sometimes,no,2,no,1,0,Sometimes,c,4
Male,41,30.56,1.8,99.0,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,c,4
Male,25,31.37,1.78,99.4,1,1,2,3,Sometimes,no,2,no,2,1,no,pt,4
Male,24,31.54,1.77,98.8,1,1,2,3,Sometimes,no,2,no,2,1,no,pt,4
Male,36,32.55,1.79,104.3,1,1,2,1,Sometimes,no,3,no,3,0,Sometimes,c,4
Male,32,32.09,1.82,106.3,1,1,2,2,Sometimes,no,2,no,1,1,Sometimes,c,4
Female,24,32.01,1.62,84.0,1,1,2,2,Sometimes,no,2,no,2,0,no,pt,4
Female,24,31.64,1.64,85.1,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,4
Female,24,31.6,1.64,85.0,1,1,2,1,Sometimes,no,2,no,1,1,Sometimes,pt,4
Female,23,31.82,1.62,83.5,1,1,1,1,Sometimes,no,2,no,1,2,Sometimes,pt,4
Female,42,32.89,1.58,82.1,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,4
Female,42,33.69,1.56,82.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,30,31.86,1.69,91.0,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,c,4
Male,32,31.49,1.7,91.0,1,1,2,2,Sometimes,no,2,no,1,0,Sometimes,c,4
Female,24,31.25,1.59,79.0,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,4
Female,25,31.68,1.6,81.1,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,4
Male,18,34.44,1.72,101.9,1,1,2,3,Sometimes,no,2,no,1,0,no,pt,4
Male,19,33.55,1.73,100.4,1,1,2,3,Sometimes,no,2,no,2,0,no,pt,4
Female,24,31.24,1.63,83.0,1,1,1,1,Sometimes,no,2,no,1,0,no,pt,4
Female,24,31.24,1.63,83.0,1,1,1,1,Sometimes,no,2,no,1,0,no,pt,4
Male,20,32.57,1.87,113.9,1,1,2,2,Sometimes,no,2,no,1,2,Sometimes,pt,4
Male,22,34.37,1.87,120.2,1,1,2,3,Sometimes,no,3,no,1,1,Sometimes,pt,4
Female,20,32.11,1.69,91.7,1,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,4
Female,22,31.71,1.73,94.9,1,1,1,3,Sometimes,no,1,no,1,0,Sometimes,pt,4
Male,24,32.81,1.81,107.5,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,23,31.95,1.83,107.0,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,22,32.72,1.8,106.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,4
Male,23,33.08,1.79,106.0,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,19,34.39,1.79,110.2,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,4
Male,19,32.49,1.85,111.2,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,4
Female,20,30.86,1.64,83.0,1,1,2,2,Sometimes,no,1,no,1,1,no,pt,4
Female,19,30.59,1.66,84.3,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Male,23,34.54,1.76,107.0,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,23,34.15,1.77,107.0,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,4
Male,21,32.27,1.95,122.7,1,1,2,3,Sometimes,no,3,no,1,1,Sometimes,pt,4
Male,21,30.73,1.99,121.7,1,1,2,3,Sometimes,no,3,no,1,1,Sometimes,pt,4
Female,40,32.03,1.6,82.0,1,1,2,1,Sometimes,no,1,no,2,0,Sometimes,c,4
Female,39,31.25,1.61,81.0,1,1,2,1,Sometimes,no,1,no,2,0,Sometimes,c,4
Male,20,34.3,1.71,100.3,1,1,2,2,Sometimes,no,2,no,1,1,no,pt,4
Male,18,33.97,1.72,100.5,1,1,2,3,Sometimes,no,2,no,2,0,no,pt,4
Female,40,32.55,1.54,77.2,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Female,40,34.47,1.51,78.6,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,19,34.14,1.79,109.4,1,1,2,2,Sometimes,no,2,no,1,0,no,pt,4
Male,19,33.7,1.8,109.2,1,1,2,2,Sometimes,no,2,no,1,0,no,pt,4
Male,31,33.33,1.82,110.4,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,32,34.14,1.8,110.6,1,1,2,2,Sometimes,no,1,no,2,0,Sometimes,c,4
Female,19,31.49,1.7,91.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,4
Female,19,31.63,1.71,92.5,1,1,1,3,Sometimes,no,1,no,1,0,Sometimes,pt,4
Male,32,32.49,1.68,91.7,1,1,2,1,Sometimes,no,1,no,1,0,Sometimes,c,4
Male,30,32.24,1.68,91.0,1,1,1,3,Sometimes,no,1,no,1,0,Sometimes,c,4
Female,19,31.28,1.66,86.2,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Female,19,31.17,1.66,85.9,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Male,22,33.86,1.71,99.0,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,4
Male,22,34.78,1.7,100.5,1,1,2,1,Sometimes,no,2,no,1,1,no,pt,4
Female,19,31.77,1.63,84.4,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Female,19,31.42,1.64,84.5,1,1,2,3,Sometimes,no,1,no,1,0,no,pt,4
Male,21,31.06,1.85,106.3,1,1,2,3,Sometimes,no,2,no,2,0,no,pt,4
Male,22,32.26,1.81,105.7,1,1,2,3,Sometimes,no,2,no,3,0,no,pt,4
Male,27,31.98,1.83,107.1,1,1,3,3,Sometimes,no,2,no,2,1,Sometimes,pt,4
Male,27,31.75,1.84,107.5,1,1,3,3,Sometimes,no,2,no,2,1,Sometimes,pt,4
Male,27,31.43,1.84,106.4,1,1,3,3,Sometimes,no,2,no,2,1,Sometimes,pt,4
Male,27,32.19,1.83,107.8,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,4
Male,31,31.37,1.84,106.2,1,1,2,3,Sometimes,no,1,no,2,0,Sometimes,c,4
Male,34,32.71,1.79,104.8,1,1,2,1,Sometimes,no,2,no,2,0,Sometimes,c,4
Male,40,32.65,1.79,104.6,1,1,2,1,Sometimes,no,2,no,3,1,Frequently,c,4
Male,41,30.68,1.79,98.3,1,1,2,2,Sometimes,no,2,no,2,0,Frequently,c,4
Female,34,31.89,1.57,78.6,1,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,4
Female,27,32.62,1.57,80.4,1,1,2,1,Sometimes,no,1,no,1,0,Sometimes,c,4
Female,24,31.9,1.61,82.7,1,1,1,1,Sometimes,no,2,no,1,1,no,pt,4
Female,26,31.5,1.63,83.7,1,1,2,1,Sometimes,no,1,no,1,0,no,pt,4
Female,44,33.21,1.58,82.9,1,1,2,1,Sometimes,no,1,no,1,0,no,c,4
Female,45,32.83,1.59,83.0,1,1,2,2,Sometimes,no,2,no,1,0,no,c,4
Female,44,32.79,1.59,82.9,1,1,2,1,Sometimes,no,1,no,1,0,no,c,4
Female,41,32.49,1.58,81.1,1,1,2,2,Sometimes,no,1,no,1,0,no,c,4
Female,24,31.23,1.64,84.0,1,1,1,1,Sometimes,no,1,no,1,1,Sometimes,pt,4
Female,24,31.73,1.63,84.3,1,1,1,1,Sometimes,no,2,no,1,1,Sometimes,pt,4
